rkpc,nrkpc,z0,z1,z2,z3,z4,z5,z6
17.4174,2.042893993120668,7.236063410487,7.184816308007385,7.10782365539587,6.775104872416739,6.4448174024113545,5.246850502291966,5.302822100717671
17.5175,2.045822880917478,7.230408044679866,7.178453177304056,7.103126103562382,6.767734539694648,6.4363582741144265,5.232442095201804,5.281053830903494
17.6176,2.0487392431040514,7.224779015463108,7.173058001437669,7.096510278178474,6.760396093199773,6.427935426553744,5.218083645981217,5.259297559360888
17.7177,2.0516432039611576,7.219175709375333,7.16781928987713,7.091543860744159,6.753089505805531,6.419549336173941,5.202782469642271,5.237558817550591
17.8178,2.0545348858427097,7.213597436747357,7.162603234417702,7.085383351036358,6.745815428508301,6.411198673955553,5.18093690959421,5.2158331237300875
17.9179,2.0574144092162703,7.208046119166379,7.157411432314787,7.080709442230177,6.738572078801864,6.402885286159714,5.159112811110353,5.194120106666074
18.018,2.060281892702491,7.202521010520723,7.152245524506361,7.07361938589817,6.731360680557463,6.39460750854787,5.1373066275998625,5.172419017593947
18.1181,2.063137453113509,7.197021282770361,7.146128035678236,7.06712295337247,6.724179166856376,6.386363394574924,5.115523976950021,5.150731885414556
18.2182,2.0659812054903406,7.191546023456469,7.138937094163277,7.060550532897507,6.717028570873246,6.378156155158682,5.093764782337061,5.129061192369967
18.3183,2.068813263139297,7.1860942331827395,7.134333323454545,7.053838753737083,6.709908210005072,6.3699816929762125,5.0720255215978165,5.1073999319324805
18.4184,2.071633737667462,7.180670552957892,7.128405731385225,7.047936516138078,6.702818126370316,6.361843003195646,5.050302403962401,5.085754244209698
18.5185,2.074442739017252,7.175268215442558,7.122504219622199,7.042681809050033,6.695756525926703,6.353737400893873,5.028603782896058,5.064120905829621
18.6186,2.077240375500092,7.169891820723388,7.116630985425778,7.036401310139606,6.688724966840991,6.345663816876577,5.006927903017552,5.042500695523261
18.7187,2.080026753829231,7.164537243060305,7.110778200327523,7.0298665097049495,6.681723217656562,6.336423707927275,4.985270167873622,5.020895533945625
18.8188,2.0828019791517307,7.159206133646324,7.1049546138740345,7.023980475859887,6.674749109530644,6.325862385826719,4.963633421784139,4.999299338827763
18.9189,2.0855661550796407,7.153900191017924,7.09915212365681,7.019274187006492,6.667803982439481,6.315334173323462,4.9420165061719254,4.977718105142981
19.019,2.0883193837203966,7.148614992542259,7.093376151902265,7.013410283832239,6.660887287004485,6.3048393742679565,4.9242487890523385,4.9561492134802085
19.1191,2.091061765706459,7.14335522865412,7.087621721362842,7.007717913895641,6.653998357926087,6.294375830593411,4.910597727504634,4.934592890555877
19.2192,2.093793400224216,7.138116306359852,7.082505321616766,7.002338880892055,6.647137387370257,6.283945406592539,4.8969911180066745,4.913049440762969
19.3193,2.096514385042169,7.1329029679774925,7.077614964912093,6.9969868594804705,6.6403035087371824,6.273547560326288,4.883429190508263,4.891518510883754
19.4194,2.099224816538435,7.127707207040769,7.072749728837351,6.991655283280393,6.633496734299575,6.263179049813971,4.869910233053836,4.869999263632926
19.5195,2.101924789727566,7.122536973574679,7.067903664265047,6.98563660919146,6.626717003243047,6.252843325966833,4.856435225188118,4.848493314952335
